"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경상남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"경상남도 거제시 옥포동","529-13","0529","0013","보광센츄어리2","월세","83.52","202003","6","500","40","5","2015","옥포대첩로 19"
"경상남도 거제시 옥포동","529-13","0529","0013","보광센츄어리2","전세","84.07","202003","16","9,000","0","3","2015","옥포대첩로 19"
"경상남도 거제시 옥포동","529-13","0529","0013","보광센츄어리2","전세","84.07","202101","17","11,000","0","10","2015","옥포대첩로 19"
"경상남도 거제시 옥포동","529-13","0529","0013","보광센츄어리2","월세","83.52","202102","22","500","45","4","2015","옥포대첩로 19"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202003","9","300","35","6","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","35.91","202003","17","300","33","10","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","전세","35.91","202005","17","5,500","0","20","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","전세","55.76","202006","6","10,000","0","17","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","35.91","202007","5","300","25","2","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202007","24","300","35","3","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202007","31","300","35","8","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202008","12","300","35","11","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202009","19","300","40","18","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202010","21","300","35","12","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202011","4","300","40","18","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202012","19","300","33","3","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202012","28","300","40","16","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202102","6","300","40","10","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","35.91","202102","19","300","30","5","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","월세","55.76","202102","21","300","40","5","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","536-8","0536","0008","신화더블루","전세","55.76","202102","27","8,500","0","13","2016","옥포대첩로 22"
"경상남도 거제시 옥포동","529-9","0529","0009","에이원오피스텔","전세","42.57","202003","16","6,700","0","2","2015","옥포대첩로 25"
"경상남도 거제시 옥포동","529-9","0529","0009","에이원오피스텔","전세","41.51","202003","18","6,700","0","2","2015","옥포대첩로 25"
"경상남도 거제시 옥포동","529-9","0529","0009","에이원오피스텔","전세","51.81","202004","28","7,000","0","2","2015","옥포대첩로 25"
"경상남도 거제시 옥포동","529-9","0529","0009","에이원오피스텔","월세","51.54","202006","13","300","35","3","2015","옥포대첩로 25"
"경상남도 거제시 옥포동","529-9","0529","0009","에이원오피스텔","월세","51.54","202011","16","300","34","7","2015","옥포대첩로 25"
"경상남도 거제시 옥포동","529-9","0529","0009","에이원오피스텔","월세","51.81","202101","29","300","35","4","2015","옥포대첩로 25"
"경상남도 거제시 옥포동","529-9","0529","0009","에이원오피스텔","월세","42.16","202102","2","200","30","8","2015","옥포대첩로 25"
"경상남도 거제시 옥포동","529-9","0529","0009","에이원오피스텔","월세","42.57","202102","25","300","35","13","2015","옥포대첩로 25"
"경상남도 거제시 옥포동","550-25","0550","0025","우전퓨쳐오피스텔","월세","25.65","202006","22","50","20","2","2003","옥포대첩로2길 52"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","전세","54.24","202003","21","6,000","0","3","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","월세","43.7","202004","7","300","30","5","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","월세","43.7","202004","18","300","25","3","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","월세","43.7","202008","10","300","25","2","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","전세","54.24","202008","13","6,000","0","3","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","월세","43.7","202008","18","300","25","3","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","전세","55.52","202009","11","7,000","0","3","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","월세","43.7","202009","28","300","25","2","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","월세","43.7","202010","17","300","22","5","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","월세","43.7","202012","31","200","27","2","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","월세","43.7","202102","19","300","28","3","2013","옥포대첩로2길 64"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","전세","43.7","202102","24","6,000","0","4","2013","옥포대첩로2길 64"
"경상남도 거제시 장승포동","342-1","0342","0001","	(342-1)	","월세","28.32","202002","29","100","15","5","2009","신부로 42-14"
"경상남도 거제시 장승포동","342-1","0342","0001","	(342-1)	","월세","40.61","202010","17","100","25","6","2009","신부로 42-14"
"경상남도 거제시 장승포동","342-1","0342","0001","	(342-1)	","월세","40.61","202102","4","200","15","5","2009","신부로 42-14"
