"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 전라남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일"
"전라남도 광양시 광양읍 덕례리","일반","1***","예구8길","제1종일반주거","제2종근린생활","8m미만","235.56","531.40","32,000","null","202006","25"," ","2008",""
"전라남도 광양시 광양읍 덕례리","일반","1***","동주1길","자연녹지","제2종근린생활","8m미만","491.02","6137.00","171,910","null","202009","4"," ","1994",""
"전라남도 광양시 광양읍 덕례리","일반","1***","덕례길","제2종일반주거","제2종근린생활","8m미만","148.1","407.00","35,000","null","202010","12"," ","2010",""
"전라남도 광양시 광양읍 덕례리","일반","1***","대림2길","일반상업","숙박","8m미만","927.54","509.40","100,000","null","202010","13"," ","2013",""
"전라남도 광양시 광양읍 덕례리","일반","1***","대림오성로","제2종일반주거","제1종근린생활","25m미만","173.87","163.10","39,000","null","202011","6"," ","2007",""
"전라남도 광양시 광양읍 덕례리","일반","1***","대림오성로","제2종일반주거","제2종근린생활","8m미만","59.5","142.00","9,000","null","202012","6"," ","1999",""
"전라남도 광양시 광양읍 덕례리","일반","1***","서산2길","제2종일반주거","제2종근린생활","8m미만","80.2","90.00","7,000","null","202012","21"," ","2001",""
"전라남도 광양시 광양읍 덕례리","일반","1***","예구11길","일반상업","기타","12m미만","249.18","172.20","55,000","null","202012","31"," ","2016",""
"전라남도 광양시 광양읍 용강리","일반","8**","용강4길","제1종일반주거","제2종근린생활","12m미만","98.77","334.00","26,000","null","202004","2"," ","2009",""
"전라남도 광양시 광양읍 용강리","일반","8**","용강로","제2종일반주거","제1종근린생활","25m이상","427.44","238.90","76,000","null","202008","6"," ","2014",""
"전라남도 광양시 광양읍 용강리","일반","1**","백운로","제1종일반주거","제1종근린생활","25m이상","99.28","537.00","51,650","null","202008","6"," ","1989",""
"전라남도 광양시 광양읍 우산리","일반","6**","칠성로","제2종일반주거","판매","25m미만","65.06","112.00","14,500","null","202010","13"," ","1987",""
"전라남도 광양시 광양읍 읍내리","일반","1**","-","일반상업","제1종근린생활","12m미만","88.18","453.00","32,000","null","202007","22"," ","1969","20200813"
"전라남도 광양시 광양읍 읍내리","일반","1**","-","일반상업","제1종근린생활","12m미만","88.18","453.00","31,000","null","202007","22"," ","1969","20200820"
"전라남도 광양시 광양읍 읍내리","일반","1**","읍성길","일반상업","제1종근린생활","12m미만","88.18","453.00","30,700","null","202007","22"," ","1969",""
