"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 강원도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일"
"강원도 강릉시 옥천동","일반","3**","중기3길","제2종일반주거","제1종근린생활","25m미만","578.5","330.60","47,000","null","202101","25"," ","1989",""
"강원도 강릉시 옥천동","일반","3**","중기3길","제2종일반주거","제1종근린생활","25m미만","664.68","330.60","47,000","null","202101","25"," ","1989","20210312"
"강원도 강릉시 옥천동","일반","2**","경강로","일반상업","제1종근린생활","25m이상","685.41","314.80","60,000","null","202102","2"," ","1985","20210310"
"강원도 강릉시 옥천동","일반","2**","경강로","일반상업","제1종근린생활","25m이상","685.41","314.80","60,000","null","202102","2"," ","1985",""
"강원도 강릉시 옥천동","일반","1**","율곡로","일반상업","제1종근린생활","25m이상","650.47","303.90","90,000","null","202102","3"," ","1981",""
"강원도 강릉시 옥천동","일반","2**","옥천로65번길","일반상업","숙박","8m미만","1148.09","595.00","175,000","null","202102","23"," ","2002",""
"강원도 강릉시 용강동","집합","2*","임영로155번길","준주거","제1종근린생활","8m미만","34.68"," ","2,350","null","202004","20"," ","1982",""
"강원도 강릉시 용강동","집합","2*","임영로155번길","준주거","제1종근린생활","8m미만","14.35"," ","2,000","null","202009","24"," ","1982",""
"강원도 강릉시 운산동","일반","7**","신석길102번길","계획관리","제2종근린생활","8m미만","140.1","655.00","17,000","null","202009","7"," ","2012",""
"강원도 강릉시 월호평동","일반","6**","월호평길76번길","농림","제1종근린생활","8m미만","164.88","460.00","4,500","null","202011","5"," ","1992",""
"강원도 강릉시 유산동","일반","4**","-","자연녹지","제2종근린생활","-","145.97","826.00","31,500","null","202010","23"," ","2007",""
"강원도 강릉시 임당동","일반","1**","임영로164번길","준주거","기타","8m미만","851.08","524.00","84,670","null","202009","15"," ","1989",""
"강원도 강릉시 임당동","일반","1**","임영로","일반상업","제1종근린생활","8m미만","63.33","139.00","12,500","null","202011","18"," ","1965",""
"강원도 강릉시 임당동","일반","1*","강릉대로194번길","준주거","제1종근린생활","25m미만","708.84","240.00","55,000","null","202012","3"," ","1989",""
"강원도 강릉시 임당동","집합","1**","경강로","일반상업","제2종근린생활","25m이상","110.16"," ","6,500","7","202012","30"," ","1995",""
"강원도 강릉시 임당동","집합","1**","경강로","일반상업","제2종근린생활","25m이상","108"," ","9,000","7","202012","30"," ","1995",""
"강원도 강릉시 임당동","집합","1**","경강로","일반상업","제2종근린생활","25m이상","134.98"," ","9,500","7","202012","30"," ","1995",""
"강원도 강릉시 입암동","일반","5**","월대산로","제2종일반주거","제2종근린생활","25m미만","614.13","447.00","60,000","null","202003","19"," ","1995",""
"강원도 강릉시 입암동","집합","2**","성덕로","제3종일반주거","제1종근린생활","25m미만","43.68"," ","20,000","1","202004","16"," ","2007",""
"강원도 강릉시 입암동","일반","4**","입암로","제3종일반주거","제1종근린생활","25m이상","1463.55","1552.00","283,000","null","202005","27"," ","2014",""
"강원도 강릉시 입암동","집합","7**","-","제2종일반주거","제1종근린생활","25m이상","58.55"," ","18,394","null","202009","28"," ","2019",""
"강원도 강릉시 입암동","집합","7**","-","제2종일반주거","제2종근린생활","25m이상","58.55"," ","18,394","null","202009","28"," ","2019","20201126"
"강원도 강릉시 입암동","집합","7**","-","제2종일반주거","제2종근린생활","25m이상","58.55"," ","18,394","null","202009","28"," ","2019","20201126"
"강원도 강릉시 입암동","집합","7**","-","제2종일반주거","제1종근린생활","25m이상","58.55"," ","18,394","null","202009","28"," ","2019",""
"강원도 강릉시 입암동","집합","2**","성덕로","제3종일반주거","제2종근린생활","25m미만","114.31"," ","18,000","2","202011","4"," ","2007",""
"강원도 강릉시 입암동","집합","7**","성덕포남로","제3종일반주거","제2종근린생활","25m이상","31.84"," ","8,200","2","202101","24"," ","1998",""
"강원도 강릉시 주문진읍 교항리","집합","1**","주문로","일반상업","숙박","25m미만","24.94"," ","10,000","14","202005","11"," ","2018",""
"강원도 강릉시 주문진읍 교항리","집합","1**","주문로","일반상업","숙박","25m미만","24.94"," ","10,000","13","202005","13"," ","2018",""
"강원도 강릉시 주문진읍 교항리","집합","1**","주문로","일반상업","숙박","25m미만","24.94"," ","10,000","13","202005","20"," ","2018",""
"강원도 강릉시 주문진읍 교항리","집합","1**","주문로","일반상업","숙박","25m미만","24.94"," ","10,000","13","202006","11"," ","2018",""
