"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 강원도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","74.7","62.22","202011","14","19,900","5","2019","매맥이윗길 13-1",""
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","74.7","62.22","202011","25","19,500","5","2019","매맥이윗길 13-1",""
"강원도 강릉시 주문진읍 교항리","67-7","0067","0007","신영","59.49","68.95","202011","5","3,300","1","1984","신리4길 2",""
"강원도 강릉시 주문진읍 교항리","106-14","0106","0014","신한","57.45","62.68","202008","31","4,000","2","1984","구보건소뒤길 10",""
"강원도 강릉시 주문진읍 교항리","70-6","0070","0006","해변","57.78","67.27","202004","24","3,000","3","1984","신리길 7",""
"강원도 강릉시 주문진읍 주문리","212-5","0212","0005","등대","65.44","52.94","202003","26","8,600","4","1994","등대길 18",""
"강원도 강릉시 주문진읍 주문리","212-5","0212","0005","등대","77.65","52.94","202010","25","10,000","4","1994","등대길 18",""
"강원도 강릉시 주문진읍 주문리","692-1","0692","0001","보성","46.8","104.26","202004","14","3,800","3","1988","주문북로 95",""
"강원도 강릉시 주문진읍 주문리","692-1","0692","0001","보성","46.8","104.26","202008","4","3,500","2","1988","주문북로 95",""
"강원도 강릉시 주문진읍 주문리","692-1","0692","0001","보성","46.8","104.26","202008","24","4,150","1","1988","주문북로 95",""
"강원도 강릉시 주문진읍 주문리","1157-98","1157","0098","소돌","48.09","57","202010","7","5,200","1","1983","신영길 21",""
"강원도 강릉시 주문진읍 주문리","1157-98","1157","0098","소돌","48.09","57","202010","8","4,000","1","1983","신영길 21",""
"강원도 강릉시 초당동","222-4","0222","0004","정아","54.9","52.69","202007","10","7,400","4","1990","초당원길 99",""
"강원도 강릉시 초당동","222-4","0222","0004","정아","54.9","52.69","202008","24","6,300","3","1990","초당원길 99",""
"강원도 강릉시 포남동","1172-14","1172","0014","(1172-14)","55.48","39.97","202008","24","14,350","5","2020","경강로2291번길 13",""
"강원도 강릉시 포남동","1172-14","1172","0014","(1172-14)","55.48","39.97","202008","24","14,350","5","2020","경강로2291번길 13",""
"강원도 강릉시 포남동","1172-14","1172","0014","(1172-14)","55.42","39.92","202008","24","14,300","5","2020","경강로2291번길 13",""
"강원도 강릉시 포남동","1172-14","1172","0014","(1172-14)","55.42","39.92","202008","24","14,300","5","2020","경강로2291번길 13",""
"강원도 강릉시 포남동","1172-14","1172","0014","(1172-14)","55.42","39.93","202008","24","14,300","3","2020","경강로2291번길 13",""
"강원도 강릉시 포남동","1172-14","1172","0014","(1172-14)","55.48","39.97","202008","24","14,350","3","2020","경강로2291번길 13",""
"강원도 강릉시 포남동","1172-14","1172","0014","(1172-14)","55.48","39.97","202008","24","14,350","3","2020","경강로2291번길 13",""
