"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 충청남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일"
"충청남도 공주시 옥룡동","일반","4*","무령로","제2종일반주거","제1종근린생활","25m이상","183.22","165.00","30,500","null","202005","21"," ","2001",""
"충청남도 공주시 옥룡동","일반","3**","우금티로","제2종일반주거","제2종근린생활","25m이상","143.9","131.00","27,500","null","202006","1"," ","2015",""
"충청남도 공주시 옥룡동","일반","3*","무령로","제2종일반주거","제1종근린생활","25m이상","34.02","96.00","7,200","null","202007","24"," ","1991",""
"충청남도 공주시 옥룡동","일반","6*","우금티로","제2종일반주거","제2종근린생활","8m미만","261.6","540.00","4,400","null","202008","25"," ","2004",""
"충청남도 공주시 우성면 귀산리","일반","2**","귀산길","계획관리","제1종근린생활","12m미만","436.55","618.00","43,000","null","202006","9"," ","1997",""
"충청남도 공주시 우성면 단지리","일반","3**","단지문화마을길","계획관리","제2종근린생활","8m미만","384.61","440.30","28,000","null","202102","26"," ","2007",""
"충청남도 공주시 우성면 동대리","일반","4**","-","계획관리","제2종근린생활","8m미만","652.64","874.00","19,900","null","202009","16"," ","1987",""
"충청남도 공주시 우성면 보흥리","일반","6**","공수원로","계획관리","제1종근린생활","8m미만","888","4943.00","143,508","null","202010","6"," ","2020",""
"충청남도 공주시 우성면 상서리","일반","1**","질마고개길","계획관리","제2종근린생활","8m미만","196","955.00","35,900","null","202006","23"," ","2017",""
"충청남도 공주시 우성면 죽당리","일반","2**","은골1길","계획관리","기타","8m미만","32.49","11068.00","4,037","null","202009","11"," ","2009",""
