"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전라북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명","해제사유발생일"
"전라북도 고창군 상하면 하장리","5**","단독","8m미만","76.81","678","202009","1","2,000","1940","회정길",""
"전라북도 고창군 성내면 대흥리","7*","단독","8m미만","84.5","545","202010","7","6,000","1996","개비골길",""
"전라북도 고창군 성내면 대흥리","5*","단독","8m미만","58.8","691","202009","24","2,200","1937","개비골길",""
"전라북도 고창군 성내면 산림리","6*","단독","8m미만","47.2","529","202009","29","600","1930","대월길",""
"전라북도 고창군 성내면 산림리","3*","단독","8m미만","57.8","823","202007","9","4,700","1983","대월길","20200822"
"전라북도 고창군 성내면 산림리","3*","단독","8m미만","57.8","823","202008","18","4,700","1938","대월길",""
"전라북도 고창군 성내면 산림리","산6*","단독","8m미만","47.6","1190","202102","3","3,060","1996","학동로",""
"전라북도 고창군 성내면 신대리","4**","단독","8m미만","49.45","281","202003","30","5,500","2018","부안절길",""
"전라북도 고창군 성내면 신성리","4**","단독","8m미만","79.01","529","202010","30","2,427","1995","장수길",""
"전라북도 고창군 성내면 옥제리","4**","단독","8m미만","65.34","707","202006","4","2,300","1975","null",""
"전라북도 고창군 성내면 용교리","4**","단독","8m미만","58.8","298","202004","21","12,000","2019","다리골길",""
"전라북도 고창군 성내면 용교리","1**","단독","8m미만","88.4","443","202007","20","900","1945","null",""
"전라북도 고창군 성내면 월산리","8*","단독","8m미만","55.1","149","202007","5","2,000","1995","내안길",""
"전라북도 고창군 성내면 월산리","8*","단독","8m미만","55.1","149","202007","10","2,300","1995","내안길",""
"전라북도 고창군 성송면 계당리","6**","단독","8m미만","81.69","374","202010","30","3,550","1994","월계길",""
"전라북도 고창군 성송면 계당리","5**","단독","8m미만","98.88","553","202003","30","5,340","2008","용암길",""
"전라북도 고창군 성송면 낙양리","4**","단독","8m미만","84.6","889","202012","2","1,200","1971","낙양길",""
"전라북도 고창군 성송면 하고리","6**","단독","8m미만","54.4","274","202009","7","2,000","1986","양사1길",""
"전라북도 고창군 성송면 학천리","5**","단독","8m미만","41.9","153","202011","20","600","1901","null",""
"전라북도 고창군 성송면 향산리","4**","단독","8m미만","95.9","430","202008","21","650","2015","월평길",""
"전라북도 고창군 신림면 가평리","5**","단독","8m미만","44.9","288","202101","22","1,000","1925","가평1길",""
"전라북도 고창군 신림면 법지리","3**","단독","8m미만","57.96","281","202004","1","5,600","1980","동법지길",""
"전라북도 고창군 신림면 법지리","3**","단독","8m미만","35.5","291","202102","22","2,950","1901","동법지길",""
"전라북도 고창군 신림면 법지리","3**","단독","8m미만","35.5","291","202009","29","2,750","1901","동법지길",""
"전라북도 고창군 신림면 법지리","2**","단독","8m미만","98.82","410","202007","24","11,500","2002","서법지길",""
"전라북도 고창군 신림면 벽송리","2*","단독","8m미만","195.69","1250","202009","2","39,500","2016","대포리길",""
"전라북도 고창군 신림면 신평리","2**","단독","8m미만","97.5","536","202008","25","2,650","1996","용추동길",""
"전라북도 고창군 신림면 외화리","4**","단독","8m미만","86.21","603","202012","19","18,000","2016","외화길",""
"전라북도 고창군 신림면 자포리","2**","단독","8m미만","68.7","493","202009","11","6,000","2001","자포마산길",""
"전라북도 고창군 신림면 자포리","3**","단독","8m미만","101.3","727","202102","26","4,450","1931","해룡동길",""
"전라북도 고창군 심원면 고전리","1***","단독","8m미만","69.49","370","202010","26","4,540","1940","부등도길",""
"전라북도 고창군 심원면 고전리","5**","단독","8m미만","97.31","393","202009","23","3,600","2001","고전1길",""
"전라북도 고창군 심원면 고전리","1***","단독","8m미만","77.39","582","202010","26","5,495","1940","null",""
"전라북도 고창군 심원면 도천리","5**","단독","8m미만","96","317","202003","11","3,800","1997","담암신기길",""
"전라북도 고창군 심원면 도천리","6**","단독","8m미만","97.2","529","202008","31","8,300","2016","도천로",""
"전라북도 고창군 심원면 두어리","2**","단독","8m미만","26.28","315","202009","28","2,300","1947","두어남길",""
"전라북도 고창군 심원면 두어리","4**","단독","8m미만","94.64","400","202006","2","3,100","1999","null",""
"전라북도 고창군 심원면 두어리","4**","단독","8m미만","94.64","400","202006","2","1,000","1999","null","20200615"
"전라북도 고창군 심원면 두어리","5*","단독","8m미만","126.11","650","202008","21","14,500","2013","애향갯벌로",""
"전라북도 고창군 심원면 만돌리","7**","단독","8m미만","59.5","380","202102","23","3,400","1991","정동넙벌길",""
"전라북도 고창군 심원면 연화리","3**","단독","8m미만","36.2","205","202011","5","250","1957","연곡길",""
"전라북도 고창군 심원면 연화리","6**","단독","25m미만","166.9","214","202101","25","8,890","1981","심원로",""
"전라북도 고창군 심원면 연화리","9*","단독","8m미만","80.18","288","202010","6","2,000","1997","화산안길",""
"전라북도 고창군 심원면 연화리","1**","단독","8m미만","137.03","912","202004","1","9,000","1987","연화1길",""
"전라북도 고창군 심원면 용기리","4**","단독","8m미만","52.7","207","202003","16","1,750","1947","수다동길",""
"전라북도 고창군 심원면 월산리","4**","단독","8m미만","77.86","135.5","202009","21","4,000","1999","사등길",""
"전라북도 고창군 심원면 월산리","7**","단독","8m미만","70","314","202006","3","4,600","1972","마산길",""
"전라북도 고창군 심원면 월산리","7**","단독","8m미만","109.95","476","202006","6","5,450","1947","마산길",""
"전라북도 고창군 심원면 주산리","1**","단독","8m미만","81.6","413","202101","28","11,350","2015","주산2길",""
"전라북도 고창군 심원면 주산리","7**","단독","8m미만","51.3","615","202003","24","3,500","1997","죽곡1길",""
"전라북도 고창군 심원면 주산리","3**","단독","8m미만","92.34","660","202009","20","13,400","2014","선운대로",""
"전라북도 고창군 심원면 하전리","8**","단독","8m미만","86","268","202011","2","5,000","2002","서전안길",""
"전라북도 고창군 심원면 하전리","8**","단독","8m미만","64.8","291","202008","20","1,000","1994","동전길",""
"전라북도 고창군 심원면 하전리","8**","단독","8m미만","86.7","301","202006","21","6,200","1996","서전안길",""
"전라북도 고창군 심원면 하전리","8**","단독","8m미만","121.02","344","202003","24","8,000","1988","서전안길","20200421"
"전라북도 고창군 심원면 하전리","8*","단독","8m미만","138.1","610","202005","9","15,500","2010","선운대로","20200610"
"전라북도 고창군 심원면 하전리","8*","단독","8m미만","138.1","610","202006","10","15,500","2010","선운대로",""
