"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"대구광역시 남구 대명동","산58-2","0058","0002","대명가든맨션","전세","83.16","202008","5","12,000","0","1","1983","중앙대로31길 79"
"대구광역시 남구 대명동","산58-2","0058","0002","대명가든맨션","전세","83.16","202010","23","18,000","0","5","1983","중앙대로31길 79"
"대구광역시 남구 대명동","3000-12","3000","0012","대명하이츠","전세","71.63","202101","22","20,000","0","6","2001","양지남길 57"
"대구광역시 남구 대명동","780-3","0780","0003","동신점보","전세","63.35","202003","15","12,500","0","9","1979","대명로 177"
"대구광역시 남구 대명동","780-3","0780","0003","동신점보","전세","63.35","202007","5","12,000","0","4","1979","대명로 177"
"대구광역시 남구 대명동","780-3","0780","0003","동신점보","전세","84.8","202008","29","12,000","0","12","1979","대명로 177"
"대구광역시 남구 대명동","780-3","0780","0003","동신점보","전세","84.8","202010","8","16,000","0","2","1979","대명로 177"
"대구광역시 남구 대명동","780-3","0780","0003","동신점보","월세","63.35","202012","15","3,000","40","9","1979","대명로 177"
"대구광역시 남구 대명동","3008-4","3008","0004","동아","월세","52.515","202010","21","2,000","30","3","1980","현충로31길 48"
"대구광역시 남구 대명동","3008-4","3008","0004","동아","월세","52.515","202012","1","3,000","25","5","1980","현충로31길 48"
"대구광역시 남구 대명동","1220-24","1220","0024","동아대덕","월세","72.78","202008","29","6,000","40","1","1992","현충서길 29"
"대구광역시 남구 대명동","1220-24","1220","0024","동아대덕","월세","84.96","202102","26","1,000","60","2","1992","현충서길 29"
"대구광역시 남구 대명동","181-1","0181","0001","백작맨션","전세","169.9","202011","13","35,000","0","13","1988","중앙대로31길 28"
"대구광역시 남구 대명동","181-1","0181","0001","백작맨션","월세","110.97","202102","5","24,000","20","5","1988","중앙대로31길 28"
"대구광역시 남구 대명동","181-1","0181","0001","백작맨션","월세","131.1","202102","10","2,000","85","12","1988","중앙대로31길 28"
"대구광역시 남구 대명동","2680-17","2680","0017","보성청록타운","월세","84.99","202004","27","1,000","70","9","1998","큰골길 200"
"대구광역시 남구 대명동","2680-17","2680","0017","보성청록타운","전세","59.79","202007","20","9,000","0","4","1998","큰골길 200"
"대구광역시 남구 대명동","2680-17","2680","0017","보성청록타운","월세","84.99","202010","24","1,000","70","2","1998","큰골길 200"
"대구광역시 남구 대명동","2680-17","2680","0017","보성청록타운","전세","84.99","202011","16","20,000","0","1","1998","큰골길 200"
"대구광역시 남구 대명동","2680-17","2680","0017","보성청록타운","전세","84.99","202011","16","20,000","0","1","1998","큰골길 200"
"대구광역시 남구 대명동","2680-17","2680","0017","보성청록타운","월세","84.99","202101","8","1,500","70","10","1998","큰골길 200"
"대구광역시 남구 대명동","3044-8","3044","0008","비취맨션","월세","78.8675","202008","7","1,000","48","6","1983","두류공원로 88"
"대구광역시 남구 대명동","3044-8","3044","0008","비취맨션","전세","78.8675","202011","12","15,700","0","5","1983","두류공원로 88"
"대구광역시 남구 대명동","3044-8","3044","0008","비취맨션","전세","79.8275","202012","27","17,000","0","2","1983","두류공원로 88"
"대구광역시 남구 대명동","3044-8","3044","0008","비취맨션","전세","79.8275","202012","27","17,000","0","2","1983","두류공원로 88"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","전세","42.525","202004","3","7,000","0","3","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","전세","42.525","202004","3","7,000","0","3","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","전세","42.525","202005","20","7,000","0","3","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","전세","42.525","202006","25","7,000","0","2","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","월세","42.525","202009","26","500","32","5","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","전세","42.525","202011","24","8,000","0","5","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","전세","42.525","202012","14","7,000","0","5","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","전세","42.525","202012","30","8,000","0","5","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","전세","42.525","202101","7","10,000","0","2","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","전세","42.525","202101","13","10,000","0","2","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","월세","42.525","202101","13","8,000","20","2","1980","대명서로 17"
"대구광역시 남구 대명동","1721-29","1721","0029","삼두","전세","42.525","202102","5","9,500","0","4","1980","대명서로 17"
"대구광역시 남구 대명동","1551-34","1551","0034","삼성공원","월세","44.52","202003","1","500","38","2","1983","앞산순환로 337"
