"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일"
"부산광역시 강서구 대저1동","일반","1***","평강로","제1종일반주거","제1종근린생활","25m미만","379.61","647.00","125,420","null","202006","3"," ","2020",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로357번길","제1종일반주거","제2종근린생활","12m미만","311.21","412.00","69,628","null","202006","11"," ","2020",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로394번길","제1종일반주거","제1종근린생활","8m미만","230.64","404.00","62,986","null","202006","12"," ","2020",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로394번길","제1종일반주거","제1종근린생활","8m미만","226.92","380.00","59,432","null","202006","15"," ","2020",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로394번길","제1종일반주거","제1종근린생활","8m미만","230.64","392.00","61,279","null","202006","15"," ","2020",""
"부산광역시 강서구 대저1동","일반","5**","대저중앙로309번길","제1종일반주거","제1종근린생활","8m미만","256.06","331.00","53,500","null","202006","19"," ","2016",""
"부산광역시 강서구 대저1동","일반","1***","대저로89번가길","제1종일반주거","제1종근린생활","8m미만","280.8","475.00","76,750","null","202006","20"," ","2020",""
"부산광역시 강서구 대저1동","일반","1***","대저로89번가길","제1종일반주거","제1종근린생활","8m미만","280.8","574.00","89,700","null","202006","20"," ","2020","20200708"
"부산광역시 강서구 대저1동","일반","2***","체육공원로6번길","제1종일반주거","제2종근린생활","25m이상","647.46","442.00","138,000","null","202006","29"," ","2013",""
"부산광역시 강서구 대저1동","일반","6**","대저로221번길","제1종일반주거","제1종근린생활","8m미만","220","371.00","55,870","null","202006","30"," ","2015",""
"부산광역시 강서구 대저1동","일반","2***","대저로","제2종일반주거","기타","25m미만","187.25","264.00","130,000","null","202007","9"," ","1989",""
"부산광역시 강서구 대저1동","일반","4**","-","제1종일반주거","제1종근린생활","8m미만","455.1","460.50","76,500","null","202007","10"," ","2019",""
"부산광역시 강서구 대저1동","일반","3**","공항로1347번길","제1종일반주거","제2종근린생활","8m미만","324","687.50","107,000","null","202007","13"," ","2018",""
"부산광역시 강서구 대저1동","일반","2**","대저중앙로357번길","제1종일반주거","제1종근린생활","8m미만","287.5","557.00","90,300","null","202007","17"," ","2017",""
"부산광역시 강서구 대저1동","일반","1***","평강로","제1종일반주거","제1종근린생활","25m미만","330","659.00","112,800","null","202007","24"," ","2016","20201102"
"부산광역시 강서구 대저1동","일반","3**","대저중앙로357번길","제1종일반주거","제2종근린생활","8m미만","322.96","569.00","105,015","null","202008","3"," ","2017",""
"부산광역시 강서구 대저1동","일반","6**","대저로221번나길","제1종일반주거","제1종근린생활","8m미만","342","595.00","101,400","null","202008","10"," ","2019",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로375번길","제1종일반주거","제2종근린생활","8m미만","475.46","858.09","159,000","null","202008","13"," ","2021",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로357번길","제1종일반주거","제2종근린생활","12m미만","361.8","633.00","110,480","null","202008","13"," ","2018",""
"부산광역시 강서구 대저1동","일반","1***","평강로385번길","제1종일반주거","제1종근린생활","8m미만","236.25","434.00","57,350","null","202008","19"," ","2017",""
"부산광역시 강서구 대저1동","일반","1***","대저로155번가길","제1종일반주거","제1종근린생활","8m미만","335","635.00","104,000","null","202008","20"," ","2019","20200907"
"부산광역시 강서구 대저1동","일반","1***","대저로155번가길","제1종일반주거","제1종근린생활","8m미만","335","635.00","104,000","null","202008","20"," ","2019","20200907"
"부산광역시 강서구 대저1동","일반","1***","대저로155번가길","제1종일반주거","제1종근린생활","8m미만","335","635.00","104,000","null","202008","20"," ","2019",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로375번길","제1종일반주거","제2종근린생활","8m미만","436.45","596.18","111,800","null","202008","24"," ","2021",""
"부산광역시 강서구 대저1동","일반","1***","대저로89번가길","제1종일반주거","제1종근린생활","12m미만","225.9","474.00","91,533","null","202008","25"," ","2017",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로348번길","제1종일반주거","제2종근린생활","8m미만","308","621.00","111,000","null","202008","27"," ","2015",""
"부산광역시 강서구 대저1동","집합","2***","대저로273번길","준주거","제2종근린생활","8m미만","54.06"," ","39,600","1","202009","1"," ","2019",""
"부산광역시 강서구 대저1동","일반","3**","공항로1309번가길","제1종일반주거","제1종근린생활","8m미만","115.05","199.00","32,000","null","202009","9"," ","2017",""
"부산광역시 강서구 대저1동","일반","3**","공항로1309번가길","제1종일반주거","제1종근린생활","8m미만","120","202.00","32,500","null","202009","9"," ","2017",""
"부산광역시 강서구 대저1동","일반","1***","대저중앙로","제1종일반주거","제2종근린생활","25m미만","336","818.00","175,000","null","202009","10"," ","2015",""
"부산광역시 강서구 대저1동","일반","3**","공항로1309번가길","제1종일반주거","제1종근린생활","8m미만","254.4","482.00","77,000","null","202009","15"," ","2019",""
"부산광역시 강서구 대저1동","일반","3**","공항로1309번가길","제1종일반주거","제1종근린생활","8m미만","243","557.00","89,000","null","202009","15"," ","2019",""
"부산광역시 강서구 대저1동","일반","4**","-","제1종일반주거","제1종근린생활","8m미만","455.1","400.00","76,770","null","202009","15"," ","2019",""
"부산광역시 강서구 대저1동","일반","4**","-","제1종일반주거","제1종근린생활","8m미만","455.1","400.00","76,770","null","202009","15"," ","2019","20201109"
"부산광역시 강서구 대저1동","일반","3**","공항로1347번길","제1종일반주거","제2종근린생활","8m미만","127.45","215.00","41,180","null","202009","18"," ","2017",""
"부산광역시 강서구 대저1동","일반","1***","대저로89번가길","제1종일반주거","제1종근린생활","-","198","419.00","67,000","null","202009","28"," ","2020","20201029"
"부산광역시 강서구 대저1동","일반","1***","대저로89번가길","제1종일반주거","제1종근린생활","-","198","419.00","67,000","null","202009","28"," ","2020",""
"부산광역시 강서구 대저1동","일반","1***","대저로89번가길","제1종일반주거","제1종근린생활","-","198","346.00","57,350","null","202010","7"," ","2020",""
"부산광역시 강서구 대저1동","일반","1***","대저중앙로","제1종일반주거","제1종근린생활","25m미만","42","982.00","204,000","null","202010","7"," ","2017",""
"부산광역시 강서구 대저1동","일반","1***","대저로49번길","제1종일반주거","제1종근린생활","8m미만","480","955.00","168,000","null","202010","14"," ","2017",""
"부산광역시 강서구 대저1동","일반","1***","대저로49번길","제1종일반주거","제1종근린생활","8m미만","406","814.00","130,000","null","202010","14"," ","2017",""
"부산광역시 강서구 대저1동","일반","4**","대저중앙로394번가길","제1종일반주거","제1종근린생활","8m미만","230","404.00","63,519","null","202010","19"," ","2020",""
"부산광역시 강서구 대저1동","일반","4**","대저중앙로348번길","제1종일반주거","제1종근린생활","-","172.7","343.00","44,048","null","202010","20"," ","2020",""
"부산광역시 강서구 대저1동","일반","6**","대저로221번가길","제1종일반주거","제1종근린생활","8m미만","281.25","471.00","87,385","null","202010","20"," ","2017",""
"부산광역시 강서구 대저1동","일반","6**","대저로221번가길","제1종일반주거","제1종근린생활","8m미만","329","550.00","100,230","null","202010","20"," ","2017",""
"부산광역시 강서구 대저1동","일반","4**","대저중앙로394번가길","제1종일반주거","제1종근린생활","-","230","385.00","63,437","null","202010","23"," ","2020",""
"부산광역시 강서구 대저1동","일반","4**","대저중앙로394번가길","제1종일반주거","제1종근린생활","-","230","458.00","73,000","null","202010","23"," ","2020","20201130"
"부산광역시 강서구 대저1동","일반","4**","대저중앙로394번가길","제1종일반주거","제1종근린생활","-","218.51","698.00","84,000","null","202010","26"," ","2020",""
"부산광역시 강서구 대저1동","일반","4**","-","제1종일반주거","제1종근린생활","8m미만","239.28","411.00","71,362","null","202010","29"," ","2019",""
"부산광역시 강서구 대저1동","일반","1***","평강로","제1종일반주거","제1종근린생활","25m미만","330","659.00","112,800","null","202011","2"," ","2016",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로394번가길","제1종일반주거","제1종근린생활","8m미만","199.18","402.00","61,000","null","202011","6"," ","2017",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로394번가길","제1종일반주거","제1종근린생활","8m미만","231.7","402.00","64,000","null","202011","7"," ","2017",""
"부산광역시 강서구 대저1동","일반","2***","공항로1309번길","제2종일반주거","제2종근린생활","12m미만","196","397.00","70,000","null","202011","9"," ","2006",""
"부산광역시 강서구 대저1동","일반","4**","-","제1종일반주거","제1종근린생활","8m미만","226.2","385.00","69,700","null","202011","9"," ","2019","20210201"
"부산광역시 강서구 대저1동","일반","4**","공항로1309번길","제1종일반주거","제1종근린생활","-","309.6","526.00","106,934","null","202011","12"," ","2021",""
"부산광역시 강서구 대저1동","일반","4**","-","제1종일반주거","제1종근린생활","8m미만","241.26","408.00","69,531","null","202011","17"," ","2019",""
"부산광역시 강서구 대저1동","일반","4**","대저중앙로348번길","제1종일반주거","제1종근린생활","-","297","598.00","88,000","null","202011","20"," ","2020",""
"부산광역시 강서구 대저1동","일반","6**","대저로221번길","제1종일반주거","제1종근린생활","8m미만","199.52","392.00","60,000","null","202011","20"," ","2019",""
"부산광역시 강서구 대저1동","일반","1***","평강로","제1종일반주거","제1종근린생활","25m미만","286.74","488.00","86,552","null","202011","23"," ","2016",""
"부산광역시 강서구 대저1동","일반","2***","신덕길2번길","제1종일반주거","제2종근린생활","8m미만","146.84","551.00","101,500","null","202012","7"," ","2013","20210106"
