"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 광주광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세(만원)","건축년도","도로명"
"광주광역시 광산구 송정동","6**","8m미만","25","월세","202102","7","200","36","2017","내상로33번길"
"광주광역시 광산구 송정동","8**","-","25.56","월세","202005","9","300","37","2018","null"
"광주광역시 광산구 송정동","7**","12m미만","26","월세","202003","21","100","28","2008","내상로15번길"
"광주광역시 광산구 송정동","7**","8m미만","26","월세","202010","22","100","25","2002","광산로77번길"
"광주광역시 광산구 송정동","7**","8m미만","26.4","월세","202101","14","200","37","2015","광산로77번길"
"광주광역시 광산구 송정동","6**","-","28","월세","202011","18","200","35","2019","null"
"광주광역시 광산구 송정동","9**","-","29","월세","202003","18","200","30","2015","null"
"광주광역시 광산구 송정동","6**","8m미만","30","월세","202007","11","100","18","1992","내상로33번길"
"광주광역시 광산구 송정동","7**","12m미만","30","월세","202006","27","200","30","2013","내상로15번길"
"광주광역시 광산구 송정동","7**","12m미만","30","전세","202011","6","3,000","0","2009","내상로15번길"
"광주광역시 광산구 송정동","7**","-","30","전세","202005","10","2,500","0","2009","null"
"광주광역시 광산구 송정동","7**","-","33","월세","202009","9","200","35","2010","null"
"광주광역시 광산구 송정동","2**","12m미만","33","월세","202007","23","200","33","2012","송정로65번길"
"광주광역시 광산구 송정동","7**","12m미만","33","월세","202008","29","3,500","5","2009","내상로15번길"
"광주광역시 광산구 송정동","2**","8m미만","33","전세","202101","15","1,000","0","1995","송도로"
"광주광역시 광산구 송정동","7**","12m미만","33","전세","202010","28","3,500","0","2009","내상로15번길"
"광주광역시 광산구 송정동","7**","8m미만","34.3","전세","202102","10","5,500","0","null","광산로"
"광주광역시 광산구 송정동","3**","8m미만","35.4","전세","202009","12","6,000","0","1984","용보로27번길"
"광주광역시 광산구 송정동","9**","8m미만","36.12","월세","202101","8","1,500","20","1982","송정로30번길"
"광주광역시 광산구 송정동","7**","12m미만","37.08","월세","202010","12","2,500","10","1978","내상로15번길"
"광주광역시 광산구 송정동","5**","12m미만","39.69","월세","202010","18","300","30","1978","내상로33번길"
"광주광역시 광산구 송정동","3**","8m미만","40","월세","202011","6","100","20","1984","용보로51번길"
"광주광역시 광산구 송정동","6**","12m미만","40","월세","202009","21","200","45","2019","광산로90번길"
"광주광역시 광산구 송정동","7**","12m미만","40","월세","202007","22","100","25","2007","내상로15번길"
