"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 세종특별자치시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적(㎡)","거래금액(만원)","지분구분","해제사유발생일"
"세종특별자치시 전동면 송성리","산1**","임야","농림지역","8m미만","202003","6","66","420","지분",""
"세종특별자치시 장군면 용암리","3**","답","생산관리지역","8m미만","202003","6","4767","43,200"," ",""
"세종특별자치시 연서면 성제리","1**","답","농림지역","8m미만","202003","6","2180","46,000"," ",""
"세종특별자치시 전동면 미곡리","산*","임야","농림지역","8m미만","202003","6","330","462","지분",""
"세종특별자치시 전동면 미곡리","산2*","임야","농림지역","8m미만","202003","6","99","477","지분",""
"세종특별자치시 전동면 청람리","산3*","임야","보전관리지역","-","202003","6","661","5,782","지분",""
"세종특별자치시 장군면 도계리","2*","대","계획관리지역","8m미만","202003","6","743","52,800"," ","20200311"
"세종특별자치시 장군면 도계리","2*","대","계획관리지역","8m미만","202003","6","743","52,800"," ",""
"세종특별자치시 소정면 대곡리","산1**","임야","농림지역","-","202003","6","116","690","지분",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","6","165","714","지분",""
"세종특별자치시 전동면 미곡리","산2*","임야","농림지역","8m미만","202003","6","165","795","지분",""
"세종특별자치시 전동면 송곡리","2**","임야","생산관리지역","-","202003","6","992","8,670","지분",""
"세종특별자치시 소정면 고등리","산*","임야","계획관리지역","8m미만","202003","6","5993","85,200"," ",""
"세종특별자치시 전동면 청람리","산3*","임야","농림지역","-","202003","7","231","1,475","지분",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","7","330","1,663","지분",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","7","396","1,996","지분",""
"세종특별자치시 전동면 청람리","산3*","임야","보전관리지역","-","202003","7","1653","14,455"," ",""
"세종특별자치시 연서면 쌍류리","3**","하천","생산관리지역","12m미만","202003","7","241","2,240"," ",""
"세종특별자치시 전동면 청람리","산3*","임야","농림지역","-","202003","7","297","2,602","지분",""
"세종특별자치시 전의면 동교리","2**","대","제1종일반주거지역","12m미만","202003","7","307","26,500"," ",""
"세종특별자치시 전동면 청람리","산3*","임야","농림지역","-","202003","7","363","3,180","지분",""
"세종특별자치시 연서면 쌍류리","3**","전","생산관리지역","8m미만","202003","7","250","4,560"," ",""
"세종특별자치시 전동면 청람리","산3*","임야","보전관리지역","-","202003","7","661","5,782","지분",""
"세종특별자치시 장군면 금암리","3**","임야","보전관리지역","8m미만","202003","7","661","55,200"," ",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","8","396","1,996","지분",""
"세종특별자치시 소정면 소정리","1**","대","계획관리지역","8m미만","202003","8","66","2,700","지분",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","8","99","428","지분",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","8","105","457","지분",""
"세종특별자치시 금남면 장재리","2**","도로","개발제한구역","-","202003","9","26","1,032"," ",""
"세종특별자치시 연서면 기룡리","5**","임야","농림지역","-","202003","9","231.4","1,246","지분",""
"세종특별자치시 연서면 월하리","5**","과수원","자연녹지지역","-","202003","9","61","1,300"," ",""
"세종특별자치시 전동면 청람리","산3*","임야","농림지역","-","202003","9","165","1,475","지분",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","9","330","1,680","지분",""
"세종특별자치시 전동면 청람리","산8*","임야","농림지역","8m미만","202003","9","251.77","10","지분",""
"세종특별자치시 연서면 와촌리","7**","임야","보전관리지역","8m미만","202003","9","3","143","지분",""
"세종특별자치시 연서면 와촌리","7**","임야","보전관리지역","8m미만","202003","9","3","143","지분",""
"세종특별자치시 연서면 와촌리","7**","임야","보전관리지역","8m미만","202003","9","3","147","지분",""
"세종특별자치시 연서면 와촌리","8**","임야","보전관리지역","-","202003","9","3","147","지분",""
"세종특별자치시 전동면 청람리","산9*","임야","농림지역","-","202003","9","439.1","15","지분",""
"세종특별자치시 전동면 청람리","산8*","임야","보전관리지역","8m미만","202003","9","3.72","2","지분",""
"세종특별자치시 전의면 관정리","3**","임야","농림지역","25m미만","202003","9","165","2,445","지분",""
"세종특별자치시 전동면 청람리","산3*","임야","농림지역","-","202003","9","330","2,890","지분",""
"세종특별자치시 전동면 청람리","산3*","임야","보전관리지역","-","202003","9","330","2,891","지분",""
"세종특별자치시 전동면 청람리","산9*","임야","농림지역","-","202003","9","58.45","3","지분",""
"세종특별자치시 전동면 청람리","산3*","임야","보전관리지역","-","202003","9","397","3,540","지분",""
"세종특별자치시 전동면 청송리","산2*","임야","계획관리지역","-","202003","9","164","300"," ",""
"세종특별자치시 조치원읍 신안리","7*","답","생산녹지지역","8m미만","202003","9","2860","38,930"," ","20200507"
"세종특별자치시 조치원읍 신안리","7*","답","생산녹지지역","8m미만","202003","9","2860","38,930"," ",""
"세종특별자치시 조치원읍 신안리","7*","답","생산녹지지역","8m미만","202003","9","2919","39,735"," ",""
"세종특별자치시 조치원읍 신안리","7*","답","생산녹지지역","8m미만","202003","9","360","4,901"," ",""
"세종특별자치시 조치원읍 신안리","7*","답","생산녹지지역","8m미만","202003","9","360","4,901"," ","20200507"
"세종특별자치시 조치원읍 신안리","7*","답","생산녹지지역","8m미만","202003","9","2962","40,320"," ",""
"세종특별자치시 전동면 송성리","산1**","임야","농림지역","8m미만","202003","9","66","420","지분",""
"세종특별자치시 아름동","9**","대","제1종전용주거지역","12m미만","202003","9","347.8","54,000"," ",""
"세종특별자치시 전동면 청람리","산3*","임야","농림지역","-","202003","9","694","6,135","지분",""
